Shop_ID,Shopname,Tag,Googlemap_link,District,State,State_code,Latitude,Longitude,Instagram_link,Facebook_link,Twitter_link,Tiktok_link,Whatsapp_link,Date Collected,Time Collected
icon-cafe,Icon Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.461263,101.6592466&query_place_id=ChIJ89NLgSNtzDERh4n83Gv3Qp8",Batang Kali,Selangor,10,3.461263,101.6592466,https://www.instagram.com/Icon_cafe_batangkali,https://www.facebook.com/Icon-Cafe-Batang-Kali-100766405148512,,,,20-03-2024,03:36:07
kupi-ed,Kupi.Ed,,"https://www.google.com/maps/search/?api=1&query=2.6941461,102.0004489&query_place_id=ChIJ29rCKl3hzTER4OEH2tQ-064",Seremban,Negeri Sembilan,5,2.6941461,102.0004489,https://www.instagram.com/Kupi.ed,https://www.facebook.com/KupiEd-100119275901892,,,,20-03-2024,03:36:07
la-terrazu,La Terrazu,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1533991,101.6949193&query_place_id=ChIJ-aNVUxVJzDERQnpU0EHFAZw",Kuala Lumpur,Kuala Lumpur,14,3.1533991,101.6949193,https://www.instagram.com/terrazucoffeeskl,https://www.facebook.com/LaTerraZuKualaLumpur,,,,20-03-2024,03:36:07
nskopi,NSKOPI,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.46622,100.45441&query_place_id=ChIJDTEtvePPSjARHJeN3y70HSg",Tasek Gelugor,Pulau Pinang,7,5.46622,100.45441,https://www.instagram.com/nskopi,,,,,20-03-2024,03:36:07
tari-pagi-kopi,Tari Pagi Kopi,Muslim Owner,"https://www.google.com/maps/?q=5.8196980,102.1326480",Tanah Merah,Kelantan,3,5.8196980,102.1326480,https://www.instagram.com/taripagikopi,,,,,20-03-2024,03:36:07
mai-ngopi-my,mai.ngopi.my,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.286823699999999,100.5405629&query_place_id=ChIJ10Hbj061SjAR6CtBBJ1PVQ8",Kulim,Kedah,2,5.286823699999999,100.5405629,https://www.instagram.com/mai.ngopi.my,https://www.facebook.com/mai.ngopi.my,,,,20-03-2024,03:36:07
the-coffeeholic,The Coffeeholic,,"https://www.google.com/maps/search/?api=1&query=2.694511,101.9115347&query_place_id=ChIJb5mKpcDnzTERstpt7VbqbS4",Seremban,Negeri Sembilan,5,2.694511,101.9115347,https://www.instagram.com/thecoffeeholic_malaysia,https://www.facebook.com/thecoffeeholiccompany,,,,20-03-2024,03:36:07
coffee-hut,Coffee Hut,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.545134,103.62863&query_place_id=ChIJR9u3lwV02jERGwuox0fpORg",Skudai,Johor,1,1.545134,103.62863,,https://www.facebook.com/coffeehuthq,,,,20-03-2024,03:36:07
adeline-s-corner,Adeline's Corner,Muslim Owner,"https://www.google.com/maps/?q=4.3215381,101.1262411",Kampar,Perak,8,4.3215381,101.1262411,https://www.instagram.com/_adelinecorner,,,,,20-03-2024,03:36:07
kopeefat,KopeeFat,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.0630023,103.3069927&query_place_id=ChIJR1_Y-eNs0DERHL29cBrbw3s",Kluang,Johor,1,2.0630023,103.3069927,https://www.instagram.com/KopeeFat,https://www.facebook.com/KopeeFat-110113358038744,,,,20-03-2024,03:36:07
house8-coffee,House8 Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.2953674,102.1810141&query_place_id=ChIJ60DaiKr70TERh392GxBubwU",Melaka,Melaka,4,2.2953674,102.1810141,,https://www.facebook.com/House8Coffee,,,,20-03-2024,03:36:07
laporpo-coffee-and-bakery,Laporpo Coffee and Bakery,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.7113105,102.0018833&query_place_id=ChIJVyGq5HjdzTERivDlZ4B90WE",Seremban,Negeri Sembilan,5,2.7113105,102.0018833,https://www.instagram.com/Laporpo.my,https://www.facebook.com/Laporpo.my,,,,20-03-2024,03:36:07
brew-cabin-cafe,Brew & Cabin Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.8285311,103.2718344&query_place_id=ChIJiSdt6oewyDERZz19CXB9EMI",Kuantan,Pahang,6,3.8285311,103.2718344,https://www.instagram.com/brewandcabin,https://www.facebook.com/Brew and cabin cafe,,,,20-03-2024,03:36:07
warung-abi,Warung Abi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.4559643,102.452439&query_place_id=ChIJDUiwVvrHzjERHzU18Top3Eg",Temerloh,Pahang,6,3.4559643,102.452439,https://www.instagram.com/Warungabi_,https://www.facebook.com/warungabijamil,,,,20-03-2024,03:36:07
busteng-cafe,Busteng cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=4.774776399999999,103.4213622&query_place_id=ChIJ8fWsg2EFyDERmHfVU-d2J8g",Kuala Dungun,Terengganu,11,4.774776399999999,103.4213622,https://www.instagram.com/_bustengcafe,https://www.facebook.com/Busteng-Cafe-110332834788675,,,,20-03-2024,03:36:07
arabica,% Arabica,,"https://www.google.com/maps/search/?api=1&query=3.1489021,101.7128219&query_place_id=ChIJI0znlgs3zDERYu1l4HA1-b0",Kuala Lumpur,Kuala Lumpur,14,3.1489021,101.7128219,https://www.instagram.com/arabica.malaysia,https://www.facebook.com/arabica.malaysia,,,,20-03-2024,03:36:07
the-kaffee-98,The Kaffee 98,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.3783864,100.5408992&query_place_id=ChIJpcR_YrPLSjAR7eQZC1DkDM0",Kulim,Kedah,2,5.3783864,100.5408992,https://www.instagram.com/the_kaffee,,,,,20-03-2024,03:36:07
monsterbytes-cafe,Monsterbytes Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.2374637,101.6757477&query_place_id=ChIJIdtfd11HzDERYE8-1TgrcRE",Batu Caves,Selangor,10,3.2374637,101.6757477,https://www.instagram.com/monsterbytes.my,https://www.facebook.com/monsterbytescafe,https://www.twitter.com/KMonsterbytes,,,20-03-2024,03:36:07
kopi-nest,Kopi Nest,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.5021858,103.7173099&query_place_id=ChIJJUe_G0Fz2jERYwGfbnsD98A",Johor Bahru,Johor,1,1.5021858,103.7173099,https://www.instagram.com/kopi.nest,,,,,20-03-2024,03:36:07
ngeteh-cafe,Ngeteh Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.3566177,102.0299312&query_place_id=ChIJDefp_kgB0jERqOCTfLRylKc",Kuala Sungai Baru,Melaka,4,2.3566177,102.0299312,https://www.instagram.com/ngetehcafe.hq,https://www.facebook.com/profile.php?id=100071820896327,,,,20-03-2024,03:36:07
bevande-coffee,Bevande Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.0045124,103.3564283&query_place_id=ChIJEz5hqHlv0DERZ2oKvDvXYXY",Kluang,Johor,1,2.0045124,103.3564283,https://www.instagram.com/bevandecoffeeshop,https://www.facebook.com/bevandecoffeeshop,,,,20-03-2024,03:36:07
homecoffee,HomeCoffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.1364563,100.3649931&query_place_id=ChIJzQ0lKv9FSzARtQ_vGH6W_eE",Alor Setar,Kedah,2,6.1364563,100.3649931,,https://www.facebook.com/homecoffeehq,,,,20-03-2024,03:36:07
cemor-coffee-and-cakes,Cemor Coffee And Cakes,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=4.6089,101.1163975&query_place_id=ChIJDbz_vt2RyjERRp9JcYrzeR4",Ipoh,Perak,8,4.6089,101.1163975,https://www.instagram.com/cemor.cc,,,,,20-03-2024,03:36:07
the-66-coffee,The 66 Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.2945929,111.8199478&query_place_id=ChIJpSZLnbV_9zERmvpvYZVbwx0",Sibu,Sarawak,13,2.2945929,111.8199478,,https://www.facebook.com/the66coffee,,,,20-03-2024,03:36:07
khairis-coffee,Khairis Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1119879,101.7539716&query_place_id=ChIJuzjj3Es3zDERHTDJdUtkHd0",Cheras,Kuala Lumpur,14,3.1119879,101.7539716,https://www.instagram.com/khairiscoffee,https://www.facebook.com/khairiscoffee,,,,20-03-2024,03:36:07
home-coffee,Home Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.2568805,101.6574481&query_place_id=ChIJe0E4JXJHzDERbigVUgjunVc",Batu Caves,Selangor,10,3.2568805,101.6574481,https://www.instagram.com/homecoffeekl,,,,,20-03-2024,03:36:07
kopi0suam-co,kopi0suam.co,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.3492655,102.1018936&query_place_id=ChIJG9Zzq23_0TER-krAnWCMbnI",Masjid Tanah,Melaka,4,2.3492655,102.1018936,https://www.instagram.com/kopi0suam.co,,,,,20-03-2024,03:36:07
nomad-truck,Nomad Truck,Muslim Owner,"https://www.google.com/maps/?q=3.1052022,101.6002237",Petaling Jaya,Selangor,10,3.1052022,101.6002237,https://www.instagram.com/nomad.truck,https://www.facebook.com/kj.NomadTruck,,,,20-03-2024,03:36:07
acocafe,ACOCAFE,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.5198478,100.4823966&query_place_id=ChIJqdsrqyzRSjAR-qi7KbmW0QM",Kepala Batas,Pulau Pinang,7,5.5198478,100.4823966,https://www.instagram.com/acocafe,https://www.facebook.com/acocafe,,,,20-03-2024,03:36:07
olivia-street-coffee,Olivia Street Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.4949522,103.6995142&query_place_id=ChIJ5dVL6k532jERaEbEl5Zq_iU",Johor Bahru,Johor,1,1.4949522,103.6995142,https://www.instagram.com/oliviastreetcoffee,https://www.facebook.com/oliviastreetcoffee,,,,20-03-2024,03:36:07
el-hombre-coffee,El Hombre Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.366407499999999,100.4362427&query_place_id=ChIJjVyCbQqvSjARN80vvyEpdyI",Bukit Mertajam,Pulau Pinang,7,5.366407499999999,100.4362427,https://www.instagram.com/elhombre_paritbuntar,https://www.facebook.com/elhombreparitbuntar,,,,20-03-2024,03:36:07
qanys-street-coffee,Qanys Street Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9234122,101.848606&query_place_id=ChIJO6uLR5HPzTERkcYd_SA08rc",Semenyih,Selangor,10,2.9234122,101.848606,https://www.instagram.com/qanysstreetcoffee,https://www.facebook.com/qanysstreetcoffee,,,,20-03-2024,03:36:07
nuts-coffee,Nuts Coffee,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=4.2223801,103.4199624&query_place_id=ChIJgY9e8NKHyDERQ6HPCr2WJSc",Chukai,Terengganu,11,4.2223801,103.4199624,https://www.instagram.com/nutscoffeekemaman,https://www.facebook.com/NutsCoffeeKemaman,,,,20-03-2024,03:36:07
zenia-coffee-roastery-house,Zenia Coffee & Roastery House,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.3117663,102.2605972&query_place_id=ChIJLwDuSHPl0TER11Tfq8vbjnc",Durian Tunggal,Melaka,4,2.3117663,102.2605972,https://www.instagram.com/zeniacoffeemelaka,https://www.facebook.com/zeniacoffeemalacca,,,,20-03-2024,03:36:07
teduhsedjenak,teduhsedjenak,,"https://www.google.com/maps/search/?api=1&query=1.5551426,110.3481975&query_place_id=ChIJT10MZ6Kn-zERKjwu4aL1OvQ",Kuching,Sarawak,13,1.5551426,110.3481975,https://www.instagram.com/teduhsedjenak,,,,,20-03-2024,03:36:07
laiyan-kl,Laiyan KL,,"https://www.google.com/maps/search/?api=1&query=3.1491875,101.5930935&query_place_id=ChIJvxBIPsZHzDERLLjxZoavMOI",Selangor,Selangor,10,3.1491875,101.5930935,https://www.instagram.com/laiyan.kl,https://www.facebook.com/laiyankl-104873708694669,,,,20-03-2024,03:36:07
monet,Monét.,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.2123786,101.7543847&query_place_id=ChIJf5BxZZc5zDERh2crvkwS8JA",Kuala Lumpur,Selangor,10,3.2123786,101.7543847,https://www.instagram.com/gooodmonet,,,,,20-03-2024,03:36:07
kopi-garaj,Kopi Garaj,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.120303499999999,102.2708982&query_place_id=ChIJSdlcxPKvtjERQ_f8T8D98Zc",Kota Bharu,Kelantan,3,6.120303499999999,102.2708982,https://www.instagram.com/kopigaraj,https://www.facebook.com/kopigaraj,,,,20-03-2024,03:36:07
roff-kopi,Roff Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.0891384,102.2622321&query_place_id=ChIJx-Pba_27tjERhF0EL8tszPk",Kota Bharu,Kelantan,3,6.0891384,102.2622321,https://www.instagram.com/Roffkopi,https://www.facebook.com/roffkopi,,,,20-03-2024,03:36:07
mano-kl-cafe,Manor KL Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1958126,101.7414014&query_place_id=ChIJDWjrJfw5zDERzBsze3RPFrY",Kuala Lumpur,Kuala Lumpur,14,3.1958126,101.7414014,https://www.instagram.com/Manor.kl,,,,,20-03-2024,03:36:07
18gramscoffeemy,18gramscoffeemy,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.6521171,103.6213534&query_place_id=ChIJHW6f0ZN52jERpeHCInAUBcU",Kulai,Johor,1,1.6521171,103.6213534,https://www.instagram.com/18gramscoffeemy?utm_medium=copy_link,https://www.facebook.com/18gramscofffeemy,,,,20-03-2024,03:36:07
tuah-kopi,Tuah Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=4.7751294,103.4185296&query_place_id=ChIJJeMvEdgFyDERJ7Oxyu4O0y4",Kuala Dungun,Terengganu,11,4.7751294,103.4185296,https://www.instagram.com/tuahkopi_kopibudu,https://www.facebook.com/kopibudu,,,,20-03-2024,03:36:07
caffe-diem,Caffe Diem,,"https://www.google.com/maps/search/?api=1&query=6.1176659,100.3635324&query_place_id=ChIJY5SJCL1ESzARALt-RnNnOSw",Alor Setar,Kedah,2,6.1176659,100.3635324,https://www.instagram.com/caffe_diem,https://www.facebook.com/diemcaffe,,,,20-03-2024,03:36:07
bayang-coffee-co,Bayang Coffee Co.,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1422907,101.6293937&query_place_id=ChIJ7-hMEtFJzDERl7f5ziFwdc0",Kuala Lumpur,Kuala Lumpur,14,3.1422907,101.6293937,https://www.instagram.com/bayang_coffee,https://www.facebook.com/bayangcoffeeco,,,,20-03-2024,03:36:07
kafe-rutyn,Kafe Rutyn,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.4352597,100.1920666&query_place_id=ChIJcwBZJCyZTDARCH3AF6aR0us",Kangar,Perlis,9,6.4352597,100.1920666,https://www.instagram.com/kaferutiyn,,,,,20-03-2024,03:36:07
b-e-coffee,B&E Coffee,"Muslim Owner,  Night Owl,  Mobile","https://www.google.com/maps/search/?api=1&query=3.1573366,101.6952225&query_place_id=ChIJnRn5JiI3zDERqNmv6U5WVPQ",Kuala Lumpur,Kuala Lumpur,14,3.1573366,101.6952225,https://www.instagram.com/bne.coffee,https://www.facebook.com/BnEcofee,,https://www.tiktok.com/bne.coffee,https://wa.me/0166660718,20-03-2024,03:36:07
pondok-kopi,Pondok Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.822619299999999,101.9591905&query_place_id=ChIJH8YwsOEltDERR1rvZB1Z1pU",Tanah Merah,Kelantan,3,5.822619299999999,101.9591905,https://www.instagram.com/hipondok_kopi,https://www.facebook.com/Pondok-Kopii-108081885003105,,,,20-03-2024,03:36:07
qopi,qöpi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.453451599999999,100.216126&query_place_id=ChIJ6f6vc-WZTDARy7inK2-aXgs",Kangar,Perlis,9,6.453451599999999,100.216126,https://www.instagram.com/qopi.pls,https://www.facebook.com/qopipls-108695724831090,,,,20-03-2024,03:36:07
brew-bakery-cafe,Brew & Bakery Café,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=4.7540574,103.4198466&query_place_id=ChIJRVJGQTgPyDERCVz4YKK0VE4",Kuala Dungun,Terengganu,11,4.7540574,103.4198466,https://www.instagram.com/brewandbakery,https://www.facebook.com/Brewandbakery,,,,20-03-2024,03:36:07
seduhsin-coffee-putrajaya,Seduhsin Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9205301,101.7049658&query_place_id=ChIJ67zX4fS3zTERk5S_idW2AgA",Putrajaya,Putrajaya,16,2.9205301,101.7049658,https://www.instagram.com/seduhsincoffee.putrajaya,https://www.facebook.com/salikinmart.my,,,,20-03-2024,03:36:07
cinta-koppi,Cinta Koppi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.3769477,100.5394107&query_place_id=ChIJkZc4XoLNSjARDrUMQM_mEnI",Kulim,Kedah,2,5.3769477,100.5394107,https://www.instagram.com/cintakoppi,https://www.facebook.com/cintakoppi,,,,20-03-2024,03:36:07
min-coffee,Min Coffee,,"https://www.google.com/maps/search/?api=1&query=2.9381363,101.7131566&query_place_id=ChIJoeCf8ZrJzTER9w2NrYsP5Ks",Putrajaya,Putrajaya,16,2.9381363,101.7131566,https://www.instagram.com/mymincoffee,https://www.facebook.com/mymincoffee,,,,20-03-2024,03:36:07
aroma-cafe,Aroma Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.7961186,102.5660897&query_place_id=ChIJLyRwblfutjERYKWSZB8m21c",Kampung Raja,Terengganu,11,5.7961186,102.5660897,https://www.instagram.com/aroma_cafe_restaurant,https://www.facebook.com/aromasquarecafe,,,,20-03-2024,03:36:07
kongsi-hub-kl,Kongsi Hub KL,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1914937,101.7064666&query_place_id=ChIJKadr2dVHzDER5eyId7QyQBY",Kuala Lumpur,Kuala Lumpur,14,3.1914937,101.7064666,https://www.instagram.com/Kongsihubkl,https://www.facebook.com/Kongsihubkl,,,,20-03-2024,03:36:07
he-she-coffee-usm-penang,He & She Coffee,,"https://www.google.com/maps/search/?api=1&query=5.3573542,100.3025559&query_place_id=ChIJIUld3pzBSjARapZY_Q0O2m4",USM,Pulau Pinang,7,5.3573542,100.3025559,https://www.instagram.com/heandshecoffee_usm,,,,,20-03-2024,03:36:07
kopi-susu,Kopi & Susu,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.5241247,103.583363&query_place_id=ChIJOZu_Bih12jERAUThKZ6orU8",Johor Bahru,Johor,1,1.5241247,103.583363,https://www.instagram.com/Kopidan_susu,https://www.facebook.com/FarmFreshJitra,,,,20-03-2024,03:36:07
kopiology,Kopiology,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.7653313,102.2196455&query_place_id=ChIJhy1kAu-FtjERfxraPpKq4do",Machang,Kelantan,3,5.7653313,102.2196455,https://www.instagram.com/Kopiology.my,https://www.facebook.com/Kopiology,,,,20-03-2024,03:36:07
outside-by-sideways-coffee-stations,OUTSIDE by Sideways Coffee Station,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.3200484,103.156008&query_place_id=ChIJ52mCbGK_tzER_1tZwchMOoc",Kuala Terengganu,Terengganu,11,5.3200484,103.156008,https://www.instagram.com/outsidebyscs,https://www.facebook.com/Outside-by-Sideways-coffee-station-107557704855343,,,,20-03-2024,03:36:07
kemaman-station-kopitiam,Kemaman Station Kopitiam,,"https://www.google.com/maps/search/?api=1&query=4.2214797,103.4191789&query_place_id=ChIJt66FtO2GyDERCl5cfWX5J88",Chukai,Terengganu,11,4.2214797,103.4191789,https://www.instagram.com/kemamanstationkopitiam,https://www.facebook.com/kemamanstationkopitiam,,,,20-03-2024,03:36:07
the-bold-lab,The Bold Lab,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=6.1241302,102.2676697&query_place_id=ChIJ42asIjuwtjERNFZ9Bf2ImLw",Kota Bharu,Kelantan,3,6.1241302,102.2676697,https://www.instagram.com/theboldlab,https://www.facebook.com/theboldlab,,,,20-03-2024,03:36:07
1993-street-coffee,1993 Street Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=6.908836099999999,116.8466646&query_place_id=ChIJH1TZ7tcLOjIRN38BsslWcEU",Kudat,Sabah,12,6.908836099999999,116.8466646,,,,,,20-03-2024,03:36:07
collective,COLLECTIVE,,"https://www.google.com/maps/search/?api=1&query=3.1509141,101.6644252&query_place_id=ChIJLQ6KUFhJzDER-CurPviZq5s",Kuala Lumpur,Kuala Lumpur,14,3.1509141,101.6644252,https://www.instagram.com/collective.my,https://www.facebook.com/collective.my,,,,20-03-2024,03:36:07
hulkery-cafe,Hulkery Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0998851,101.5342158&query_place_id=ChIJ51dUJO9NzDER5IxU2GlO2Wc",Shah Alam,Selangor,10,3.0998851,101.5342158,https://www.instagram.com/hulkerycafe,https://www.facebook.com/hulkerycafe,,,,20-03-2024,03:36:07
artisan-roast-coffee,Artisan Roast Coffee,,"https://www.google.com/maps/search/?api=1&query=3.148718,101.6302531&query_place_id=ChIJx_HAQtZIzDERXpWARhOo1eU",Kuala Lumpur,Kuala Lumpur,14,3.148718,101.6302531,https://www.instagram.com/ar_roast,https://www.facebook.com/artisanroastery,,,,20-03-2024,03:36:07
chill-feel-cafe,Chill & Feel Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9015211,101.8390966&query_place_id=ChIJ41YnIgnPzTER8gIuUSbvyj8",Semenyih,Selangor,10,2.9015211,101.8390966,https://www.instagram.com/chillfeeleco,https://www.facebook.com/chillfeelcafe,,,,20-03-2024,03:36:07
coffee-hub,Coffee hub,,"https://www.google.com/maps/search/?api=1&query=4.3947232,113.9846902&query_place_id=ChIJOeHnRLlJHzIRUvf2WkzKJCE",Miri,Sarawak,13,4.3947232,113.9846902,https://www.instagram.com/coffeehubmiri,https://www.facebook.com/coffeehubmiri,,,,20-03-2024,03:36:07
d-coffee-truck,D Coffee Truck,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.5524171,103.7956542&query_place_id=ChIJKcKFF3Jv2jER6z8MQL9SBdg",Johor Bahru,Johor,1,1.5524171,103.7956542,https://www.instagram.com/dcoffeetruckjb,https://www.facebook.com/profile.php?id=100042890216054,,,https://wa.me/60127537517,20-03-2024,03:36:07
rumi-s-kafein,Rumi's Kafein,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.1584034,102.3380373&query_place_id=ChIJq96AL07t0TER_pa-OpmYzic",Melaka,Melaka,4,2.1584034,102.3380373,https://www.instagram.com/rumiskafein,https://www.facebook.com/rumiskafein,,,,20-03-2024,03:36:07
hetam,hétam,,"https://www.google.com/maps/search/?api=1&query=3.1377274,101.6728951&query_place_id=ChIJRdgY1GNJzDERYMlL4o5aC4k",Kuala Lumpur,Kuala Lumpur,14,3.1377274,101.6728951,https://www.instagram.com/jomhetam,,,,,20-03-2024,03:36:07
renjana,Renjana by Kafeinatik,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.5031692,103.7656672&query_place_id=ChIJR1aunlN52jERq8uwJ7cQt9E",Johor Bahru,Johor,1,1.5031692,103.7656672,https://www.instagram.com/renjana_kafeinatik,,,,,20-03-2024,03:36:07
monti-keopi,Monti Keopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9274092,101.7805746&query_place_id=ChIJxYBia_bJzTERKH1dvxOLXkg",Bangi,Selangor,10,2.9274092,101.7805746,https://www.instagram.com/montikeopi,https://www.facebook.com/montikeopi,,,,20-03-2024,03:36:07
kopi-cinta-hasya,Kopi Cinta Hasya,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=1.6508519,103.2585069&query_place_id=ChIJtTtJHR6N0DER9wtsSo2tvhI",Benut,Johor,1,1.6508519,103.2585069,https://www.instagram.com/kopicinta_hasya,https://www.facebook.com/kopicintahasya,,,,20-03-2024,03:36:07
delicieux,Delicieux,,"https://www.google.com/maps/search/?api=1&query=2.9937959,101.7597739&query_place_id=ChIJD-UItDTLzTER_FGecewE-W8",Kajang,Selangor,10,2.9937959,101.7597739,https://www.instagram.com/delicieux.jadehills,https://www.facebook.com/Delicieux.Jadehills,,,,20-03-2024,03:36:07
koffie-lane,Koffie Lane,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0079489,101.8059663&query_place_id=ChIJc93yZXjNzTER8kzzw7GaseE",Kajang,Selangor,10,3.0079489,101.8059663,https://www.instagram.com/koffielane,https://www.facebook.com/koffielane,,,,20-03-2024,03:36:07
qawa-coffee-sandwich,Qawa Coffee & Sandwich,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.3080479,103.1535499&query_place_id=ChIJbcFc4Di-tzERApjwriGVE8I",Kuala Terengganu,Terengganu,11,5.3080479,103.1535499,https://www.instagram.com/qawa.coffee,https://www.facebook.com/QAWACoffee,,,,20-03-2024,03:36:07
genggua-kopi,GengGua Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=4.7722263,100.9347614&query_place_id=ChIJn_jd2xy9yjERqNL22FyvoNo",Kuala Kangsar,Perak,8,4.7722263,100.9347614,https://www.instagram.com/genggua.kopi,https://www.facebook.com/GengGua.Kopi,,https://www.tiktok.com/@gengguakopi,https://wa.me/601165652867,20-03-2024,03:36:07
underscore-coffee,Underscore Coffee,Early Bird,"https://www.google.com/maps/search/?api=1&query=3.1233945,101.5743495&query_place_id=ChIJw_D27cdPzDERTJE9eVJvW3w",Petaling Jaya,Selangor,10,3.1233945,101.5743495,https://www.instagram.com/underscorecoffee,https://www.facebook.com/underscorecoffee,,,,20-03-2024,03:36:07
the-brew-lab-coffee-roastery,The Brew Lab Coffee Roastery,,"https://www.google.com/maps/search/?api=1&query=3.0264837,101.428776&query_place_id=ChIJaXDFR9qrzTER7N-OzoFB1PM",Klang,Selangor,10,3.0264837,101.428776,https://www.instagram.com/thebrewlab.co,https://www.facebook.com/thebrewlab.co,,,,20-03-2024,03:36:07
kopi-satu,Kopi Satu,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.3071746,103.1099926&query_place_id=ChIJ94XEoGa_tzERFJ4Gzm7DHzU",Kuala Terengganu,Terengganu,11,5.3071746,103.1099926,https://www.instagram.com/Kopisatu.my,https://www.facebook.com/homestaytour.kt,,,,20-03-2024,03:36:07
mincoffee,MinCoffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.9381363,101.7131566&query_place_id=ChIJoeCf8ZrJzTER9w2NrYsP5Ks",Putrajaya,Putrajaya,16,2.9381363,101.7131566,https://www.instagram.com/mymincoffee,https://www.facebook.com/mymincoffee,,,,20-03-2024,03:36:07
temu,TEMU,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.4138176,100.3349327&query_place_id=ChIJC_GWdtbDSjARQPrZoDaydr8",George Town,Pulau Pinang,7,5.4138176,100.3349327,https://www.instagram.com/temucoffee.my,https://www.facebook.com/temucoffee.my,,,,20-03-2024,03:36:07
thekopipot,TheKopipot,Muslim Owner,"https://www.google.com/maps/?q=1.5068767,103.910475",Pasir Gudang,Johor,1,1.5068767,103.910475,https://www.instagram.com/jombc,https://www.facebook.com/thekopipot,,,,20-03-2024,03:36:07
mister-kopi,Mister Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.131768699999999,100.4821877&query_place_id=ChIJDwRDQZ2vSjARDAjfB_ow7aY",Parit Buntar,Perak,8,5.131768699999999,100.4821877,https://www.instagram.com/kopi_asia,https://www.facebook.com/misterkopioriginal,,,,20-03-2024,03:36:07
